200 200 -342.1
250 200 -340.8
300 200 -339.5
350 200 -338.2
400 200 -336.8
450 200 -335.5
500 200 -334.2
550 200 -332.9
600 200 -335.4
650 200 -345.4
700 200 -355.3
750 200 -365.3
800 200 -375.2
850 200 -385.2
900 200 -395.1
950 200 -405.0
1000 200 -415.2
1050 200 -425.6
1100 200 -436.1
1150 200 -446.5
1200 200 -457.0
1250 200 -467.4
1300 200 -477.9
1350 200 -488.3
1400 200 -498.9
1450 200 -509.4
1500 200 -519.9
1550 200 -530.5
1600 200 -541.0
1650 200 -551.5
1700 200 -562.1
1750 200 -572.6
1800 200 -583.6
1850 200 -594.5
1900 200 -605.4
1950 200 -616.3
2000 200 -627.2
2050 200 -638.1
2100 200 -649.0
2150 200 -660.0
2200 200 -670.9
2250 200 -681.9
2300 200 -692.9
2350 200 -703.9
2400 200 -714.9
2450 200 -725.8
2500 200 -736.8
2550 200 -747.6
2600 200 -758.5
2650 200 -769.4
2700 200 -780.3
2750 200 -791.2
2800 200 -802.1
2850 200 -812.9
2900 200 -823.7
2950 200 -834.5
3000 200 -845.3
3050 200 -856.1
3100 200 -866.9
3150 200 -877.7
3200 200 -888.5
3250 200 -899.5
3300 200 -910.6
3350 200 -921.7
3400 200 -932.8
3450 200 -943.9
3500 200 -955.0
3550 200 -966.1
3600 200 -977.1
3650 200 -988.0
3700 200 -998.8
3750 200 -1009.7
3800 200 -1020.6
3850 200 -1031.4
3900 200 -1042.3
3950 200 -1053.2
4000 200 -1064.2
4050 200 -1075.3
4100 200 -1086.3
4150 200 -1097.4
4200 200 -1108.4
4250 200 -1119.5
4300 200 -1130.5
4350 200 -1131.4
4400 200 -1131.4
4450 200 -1131.3
4500 200 -1131.3
4550 200 -1131.3
4600 200 -1131.3
4650 200 -1131.3
4700 200 -1131.4
4750 200 -1131.4
4800 200 -1131.4
4850 200 -1131.4
4900 200 -1131.5
4950 200 -1131.5
5000 200 -1131.5
5050 200 -1131.5
5100 200 -1131.5
5150 200 -1131.5
5200 200 -1131.4
5250 200 -1131.4
5300 200 -1131.4
5350 200 -1131.4
5400 200 -1131.4
5450 200 -1131.4
5500 200 -1131.4
5550 200 -1131.3
5600 200 -1131.3
5650 200 -1131.3
5700 200 -1131.3
200 210 -342.1
250 210 -340.8
300 210 -339.5
350 210 -338.2
400 210 -336.9
450 210 -335.6
500 210 -334.3
550 210 -333.0
600 210 -335.5
650 210 -345.4
700 210 -355.4
750 210 -365.3
800 210 -375.3
850 210 -385.2
900 210 -395.2
950 210 -405.1
1000 210 -415.2
1050 210 -425.6
1100 210 -436.1
1150 210 -446.5
1200 210 -457.0
1250 210 -467.4
1300 210 -477.9
1350 210 -488.4
1400 210 -498.9
1450 210 -509.4
1500 210 -519.9
1550 210 -530.5
1600 210 -541.0
1650 210 -551.5
1700 210 -562.1
1750 210 -572.6
1800 210 -583.6
1850 210 -594.5
1900 210 -605.4
1950 210 -616.3
2000 210 -627.2
2050 210 -638.1
2100 210 -649.0
2150 210 -660.0
2200 210 -670.9
2250 210 -681.9
2300 210 -692.9
2350 210 -703.9
2400 210 -714.9
2450 210 -725.8
2500 210 -736.8
2550 210 -747.6
2600 210 -758.5
2650 210 -769.4
2700 210 -780.3
2750 210 -791.2
2800 210 -802.1
2850 210 -812.9
2900 210 -823.7
2950 210 -834.5
3000 210 -845.3
3050 210 -856.1
3100 210 -866.9
3150 210 -877.7
3200 210 -888.5
3250 210 -899.5
3300 210 -910.6
3350 210 -921.7
3400 210 -932.8
3450 210 -943.9
3500 210 -955.1
3550 210 -966.2
3600 210 -977.1
